,realtime_start,date,value
664,2011-04-29,1997-09-01,143124.0
665,2012-04-30,1997-09-01,142856.0
666,2018-06-12,1997-09-01,142873.0
667,2001-06-15,1997-10-01,144240.0
668,2002-02-20,1997-10-01,144329.0
669,2002-05-03,1997-10-01,144318.0
670,2003-04-30,1997-10-01,144993.0
671,2004-03-30,1997-10-01,145025.0
672,2004-04-02,1997-10-01,145046.0
673,2005-03-31,1997-10-01,141646.0
674,2006-03-30,1997-10-01,142539.0
675,2011-04-29,1997-10-01,142566.0
676,2012-04-30,1997-10-01,142305.0
677,2018-06-12,1997-10-01,142313.0
678,2001-06-15,1997-11-01,144907.0
679,2002-02-20,1997-11-01,144996.0
680,2002-05-03,1997-11-01,145035.0
681,2003-04-30,1997-11-01,145669.0
682,2004-03-30,1997-11-01,145510.0
683,2004-04-02,1997-11-01,145509.0
684,2005-03-31,1997-11-01,142078.0
685,2006-03-30,1997-11-01,143049.0
686,2011-04-29,1997-11-01,143035.0
687,2012-04-30,1997-11-01,142539.0
688,2018-06-12,1997-11-01,142511.0
689,2001-06-15,1997-12-01,145127.0
690,2002-02-20,1997-12-01,145217.0
691,2002-05-03,1997-12-01,145116.0
692,2003-04-30,1997-12-01,145658.0
693,2004-03-30,1997-12-01,145818.0
694,2004-04-02,1997-12-01,145821.0
695,2005-03-31,1997-12-01,142490.0
696,2006-03-30,1997-12-01,143255.0
697,2011-04-29,1997-12-01,143227.0
698,2012-04-30,1997-12-01,142890.0
699,2013-05-31,1997-12-01,142891.0
700,2018-06-12,1997-12-01,142881.0
701,2001-06-15,1998-01-01,145304.0
702,2002-02-20,1998-01-01,145393.0
703,2002-05-03,1998-01-01,145536.0
704,2003-04-30,1998-01-01,145905.0
705,2004-03-30,1998-01-01,145908.0
706,2004-04-02,1998-01-01,145906.0
707,2005-03-31,1998-01-01,142519.0
708,2006-03-30,1998-01-01,143407.0
709,2011-04-29,1998-01-01,143363.0
710,2012-04-30,1998-01-01,142966.0
711,2018-06-12,1998-01-01,142955.0
712,2001-06-15,1998-02-01,145465.0
713,2002-02-20,1998-02-01,145645.0
714,2002-05-03,1998-02-01,145795.0
715,2003-04-30,1998-02-01,146146.0
716,2004-03-30,1998-02-01,146173.0
717,2004-04-02,1998-02-01,146178.0
718,2005-03-31,1998-02-01,142610.0
719,2006-03-30,1998-02-01,143459.0
720,2012-04-30,1998-02-01,143002.0
721,2018-06-12,1998-02-01,143015.0
722,2001-06-15,1998-03-01,146567.0
723,2002-02-20,1998-03-01,146748.0
724,2002-05-03,1998-03-01,146594.0
725,2003-04-30,1998-03-01,147068.0
726,2004-03-30,1998-03-01,146899.0
727,2005-03-31,1998-03-01,143445.0
728,2006-03-30,1998-03-01,144368.0
729,2011-04-29,1998-03-01,144381.0
730,2012-04-30,1998-03-01,143860.0
731,2013-05-31,1998-03-01,143854.0
732,2018-06-12,1998-03-01,143878.0
733,2001-06-15,1998-04-01,147767.0
734,2002-02-20,1998-04-01,147949.0
735,2002-05-03,1998-04-01,147912.0
736,2003-04-30,1998-04-01,148576.0
737,2004-03-30,1998-04-01,148644.0
738,2004-04-02,1998-04-01,148614.0
739,2005-03-31,1998-04-01,144884.0
740,2006-03-30,1998-04-01,145779.0
741,2011-04-29,1998-04-01,145792.0
742,2012-04-30,1998-04-01,145485.0
743,2018-06-12,1998-04-01,145491.0
744,2001-06-15,1998-05-01,148501.0
745,2002-02-20,1998-05-01,148592.0
746,2002-05-03,1998-05-01,148568.0
747,2003-04-30,1998-05-01,149263.0
748,2004-03-30,1998-05-01,149211.0
749,2004-04-02,1998-05-01,149231.0
750,2005-03-31,1998-05-01,145396.0
751,2006-03-30,1998-05-01,146252.0
752,2011-04-29,1998-05-01,146237.0
753,2012-04-30,1998-05-01,145790.0
754,2018-06-12,1998-05-01,145803.0
755,2001-06-15,1998-06-01,149514.0
756,2002-02-20,1998-06-01,149606.0
757,2002-05-03,1998-06-01,149428.0
758,2003-04-30,1998-06-01,149724.0
759,2004-03-30,1998-06-01,149728.0
760,2004-04-02,1998-06-01,149738.0
761,2005-03-31,1998-06-01,146278.0
762,2006-03-30,1998-06-01,146883.0
763,2011-04-29,1998-06-01,146868.0
764,2012-04-30,1998-06-01,146780.0
765,2018-06-12,1998-06-01,146788.0
766,2001-06-15,1998-07-01,147979.0
767,2002-02-20,1998-07-01,148070.0
768,2002-05-03,1998-07-01,148015.0
769,2003-02-21,1998-07-01,147925.0
770,2003-04-30,1998-07-01,148684.0
771,2004-03-30,1998-07-01,148790.0
772,2004-04-02,1998-07-01,148771.0
773,2005-03-31,1998-07-01,144928.0
774,2006-03-30,1998-07-01,145651.0
775,2011-04-29,1998-07-01,145662.0
776,2012-04-30,1998-07-01,145480.0
777,2018-06-12,1998-07-01,145472.0
778,2001-06-15,1998-08-01,147426.0
779,2002-02-20,1998-08-01,147516.0
780,2002-05-03,1998-08-01,147437.0
781,2003-04-30,1998-08-01,148136.0
782,2004-03-30,1998-08-01,148037.0
783,2004-04-02,1998-08-01,148001.0
784,2005-03-31,1998-08-01,144170.0
785,2006-03-30,1998-08-01,144902.0
786,2011-04-29,1998-08-01,144953.0
787,2012-04-30,1998-08-01,144690.0
788,2013-05-31,1998-08-01,144683.0
789,2018-06-12,1998-08-01,144663.0
790,2001-06-15,1998-09-01,148897.0
791,2002-05-03,1998-09-01,149069.0
792,2003-04-30,1998-09-01,149669.0
793,2004-03-30,1998-09-01,149695.0
794,2004-04-02,1998-09-01,149692.0
795,2005-03-31,1998-09-01,145790.0
796,2006-03-30,1998-09-01,146347.0
797,2011-04-29,1998-09-01,146302.0
798,2012-04-30,1998-09-01,145897.0
799,2018-06-12,1998-09-01,145902.0
800,2001-06-15,1998-10-01,150682.0
801,2002-05-03,1998-10-01,150752.0
802,2003-04-30,1998-10-01,151299.0
803,2004-03-30,1998-10-01,151262.0
804,2004-04-02,1998-10-01,151287.0
805,2005-03-31,1998-10-01,147470.0
806,2006-03-30,1998-10-01,148206.0
807,2011-04-29,1998-10-01,148204.0
808,2012-04-30,1998-10-01,147975.0
809,2018-06-12,1998-10-01,147986.0
810,2001-06-15,1998-11-01,151507.0
811,2002-02-20,1998-11-01,151600.0
812,2002-05-03,1998-11-01,151557.0
813,2003-04-30,1998-11-01,152232.0
814,2004-03-30,1998-11-01,152157.0
815,2004-04-02,1998-11-01,152173.0
816,2005-03-31,1998-11-01,148362.0
817,2006-03-30,1998-11-01,149133.0
818,2011-04-29,1998-11-01,149146.0
819,2012-04-30,1998-11-01,148877.0
820,2018-06-12,1998-11-01,148867.0
821,2001-06-15,1998-12-01,152528.0
822,2002-05-03,1998-12-01,152779.0
823,2003-02-21,1998-12-01,152872.0
824,2003-04-30,1998-12-01,153408.0
825,2004-03-30,1998-12-01,153438.0
826,2004-04-02,1998-12-01,153434.0
827,2005-03-31,1998-12-01,149525.0
828,2006-03-30,1998-12-01,150220.0
829,2011-04-29,1998-12-01,150203.0
830,2012-04-30,1998-12-01,149991.0
831,2013-05-31,1998-12-01,149986.0
832,2018-06-12,1998-12-01,149957.0
833,2001-06-15,1999-01-01,152775.0
834,2002-05-03,1999-01-01,153029.0
835,2003-02-21,1999-01-01,153122.0
836,2003-04-30,1999-01-01,153675.0
837,2004-03-30,1999-01-01,153800.0
838,2004-04-02,1999-01-01,153752.0
839,2005-03-31,1999-01-01,149781.0
840,2006-03-30,1999-01-01,150352.0
841,2011-04-29,1999-01-01,150275.0
842,2012-04-30,1999-01-01,149896.0
843,2013-05-31,1999-01-01,149903.0
844,2018-06-12,1999-01-01,149889.0
845,2001-06-15,1999-02-01,154363.0
846,2002-02-20,1999-02-01,154457.0
847,2002-05-03,1999-02-01,155024.0
848,2003-02-21,1999-02-01,155118.0
849,2003-04-30,1999-02-01,155310.0
850,2004-02-20,1999-02-01,155216.0
851,2004-03-30,1999-02-01,155311.0
852,2004-04-02,1999-02-01,155285.0
853,2005-03-31,1999-02-01,151193.0
854,2006-03-30,1999-02-01,151866.0
855,2011-04-29,1999-02-01,151864.0
856,2012-04-30,1999-02-01,151494.0
857,2018-06-12,1999-02-01,151500.0
858,2001-06-15,1999-03-01,154930.0
859,2002-02-20,1999-03-01,155024.0
860,2002-05-03,1999-03-01,155240.0
861,2003-02-21,1999-03-01,155334.0
862,2003-04-30,1999-03-01,155798.0
863,2004-03-30,1999-03-01,155875.0
864,2004-04-02,1999-03-01,155876.0
865,2005-03-31,1999-03-01,151932.0
866,2006-03-30,1999-03-01,152370.0
867,2011-04-29,1999-03-01,152410.0
868,2012-04-30,1999-03-01,152098.0
869,2018-06-12,1999-03-01,152104.0
870,2001-06-15,1999-04-01,154878.0
871,2002-02-20,1999-04-01,154971.0
872,2002-05-03,1999-04-01,155163.0
873,2003-02-21,1999-04-01,155257.0
874,2003-04-30,1999-04-01,155599.0
875,2004-02-20,1999-04-01,155505.0
876,2004-03-30,1999-04-01,155662.0
877,2004-04-02,1999-04-01,155647.0
878,2005-03-31,1999-04-01,151696.0
879,2006-03-30,1999-04-01,152326.0
880,2011-04-29,1999-04-01,152338.0
881,2012-04-30,1999-04-01,152151.0
882,2018-06-12,1999-04-01,152186.0
883,2001-06-15,1999-05-01,156558.0
884,2002-05-03,1999-05-01,156842.0
885,2003-04-30,1999-05-01,157584.0
886,2004-03-30,1999-05-01,157489.0
887,2004-04-02,1999-05-01,157525.0
888,2005-03-31,1999-05-01,153242.0
889,2006-03-30,1999-05-01,153931.0
890,2011-04-29,1999-05-01,153928.0
891,2012-04-30,1999-05-01,153463.0
892,2013-05-31,1999-05-01,153457.0
893,2018-06-12,1999-05-01,153455.0
894,2001-06-15,1999-06-01,156871.0
895,2002-02-20,1999-06-01,156966.0
896,2002-05-03,1999-06-01,157300.0
897,2003-02-21,1999-06-01,157205.0
898,2003-04-30,1999-06-01,157597.0
899,2004-02-20,1999-06-01,157692.0
900,2004-03-30,1999-06-01,157877.0
901,2004-04-02,1999-06-01,157863.0
902,2005-03-31,1999-06-01,153798.0
903,2006-03-30,1999-06-01,154039.0
904,2011-04-29,1999-06-01,154036.0
905,2012-04-30,1999-06-01,153899.0
906,2018-06-12,1999-06-01,153885.0
907,2001-06-15,1999-07-01,157553.0
908,2002-02-20,1999-07-01,157648.0
909,2002-05-03,1999-07-01,157986.0
910,2003-02-21,1999-07-01,157891.0
911,2003-04-30,1999-07-01,158397.0
912,2004-03-30,1999-07-01,158302.0
913,2004-04-02,1999-07-01,158296.0
914,2005-03-31,1999-07-01,154098.0
915,2006-03-30,1999-07-01,154672.0
916,2011-04-29,1999-07-01,154669.0
917,2012-04-30,1999-07-01,154427.0
918,2013-05-31,1999-07-01,154434.0
919,2018-06-12,1999-07-01,154443.0
920,2001-06-15,1999-08-01,158910.0
921,2002-05-03,1999-08-01,158984.0
922,2003-04-30,1999-08-01,159406.0
923,2004-03-30,1999-08-01,159403.0
924,2004-04-02,1999-08-01,159391.0
925,2005-03-31,1999-08-01,155430.0
926,2006-03-30,1999-08-01,156041.0
927,2011-04-29,1999-08-01,156079.0
928,2012-04-30,1999-08-01,155754.0
929,2013-05-31,1999-08-01,155747.0
930,2018-06-12,1999-08-01,155733.0
931,2001-06-15,1999-09-01,158521.0
932,2002-02-20,1999-09-01,158616.0
933,2002-05-03,1999-09-01,159033.0
934,2003-02-21,1999-09-01,158938.0
935,2003-04-30,1999-09-01,159793.0
936,2004-03-30,1999-09-01,159738.0
937,2005-03-31,1999-09-01,155533.0
938,2006-03-30,1999-09-01,156144.0
939,2011-04-29,1999-09-01,156141.0
940,2012-04-30,1999-09-01,155752.0
941,2018-06-12,1999-09-01,155731.0
942,2001-06-15,1999-10-01,158785.0
943,2002-02-20,1999-10-01,158879.0
944,2002-05-03,1999-10-01,158987.0
945,2003-04-30,1999-10-01,159760.0
946,2004-03-30,1999-10-01,159823.0
947,2004-04-02,1999-10-01,159865.0
948,2005-03-31,1999-10-01,155736.0
949,2006-03-30,1999-10-01,156165.0
950,2011-04-29,1999-10-01,156164.0
951,2012-04-30,1999-10-01,155748.0
952,2013-05-31,1999-10-01,155756.0
953,2018-06-12,1999-10-01,155751.0
954,2001-06-15,1999-11-01,160660.0
955,2002-02-20,1999-11-01,160755.0
956,2002-05-03,1999-11-01,160572.0
957,2003-04-30,1999-11-01,161144.0
958,2004-03-30,1999-11-01,161065.0
959,2004-04-02,1999-11-01,161086.0
960,2005-03-31,1999-11-01,157164.0
961,2006-03-30,1999-11-01,157596.0
962,2011-04-29,1999-11-01,157591.0
963,2012-04-30,1999-11-01,157293.0
964,2013-05-31,1999-11-01,157294.0
965,2018-06-12,1999-11-01,157343.0
966,2001-06-15,1999-12-01,162943.0
967,2002-05-03,1999-12-01,163042.0
968,2003-02-21,1999-12-01,163139.0
969,2003-04-30,1999-12-01,163886.0
970,2004-03-30,1999-12-01,163852.0
971,2004-04-02,1999-12-01,163822.0
972,2005-03-31,1999-12-01,159625.0
973,2006-03-30,1999-12-01,160082.0
974,2011-04-29,1999-12-01,160065.0
975,2012-04-30,1999-12-01,159879.0
976,2018-06-12,1999-12-01,159871.0
977,2001-06-15,2000-01-01,162848.0
978,2002-02-20,2000-01-01,162944.0
979,2002-05-03,2000-01-01,162347.0
980,2003-04-30,2000-01-01,163084.0
981,2004-03-30,2000-01-01,162854.0
982,2004-04-02,2000-01-01,162791.0
983,2005-03-31,2000-01-01,158454.0
984,2006-03-30,2000-01-01,158940.0
985,2010-04-30,2000-01-01,158701.0
986,2011-04-29,2000-01-01,158734.0
987,2012-04-30,2000-01-01,158360.0
988,2013-05-31,2000-01-01,158353.0
989,2018-06-12,2000-01-01,158325.0
990,2001-06-15,2000-02-01,164459.0
991,2002-02-20,2000-02-01,164652.0
992,2002-05-03,2000-02-01,164215.0
993,2003-02-21,2000-02-01,164311.0
994,2003-04-30,2000-02-01,164421.0
995,2004-03-30,2000-02-01,164443.0
996,2004-04-02,2000-02-01,164390.0
997,2005-02-15,2000-02-01,164294.0
998,2005-03-31,2000-02-01,160018.0
999,2006-03-30,2000-02-01,160524.0
1000,2010-04-30,2000-02-01,160444.0
1001,2011-04-29,2000-02-01,160512.0
1002,2012-04-30,2000-02-01,160015.0
1003,2015-05-13,2000-02-01,160012.0
1004,2001-06-15,2000-03-01,165470.0
1005,2002-02-20,2000-03-01,165664.0
1006,2002-05-03,2000-03-01,164773.0
1007,2003-04-30,2000-03-01,165588.0
1008,2004-03-30,2000-03-01,165458.0
1009,2004-04-02,2000-03-01,165471.0
1010,2005-03-31,2000-03-01,161050.0
1011,2006-03-30,2000-03-01,161292.0
1012,2010-04-30,2000-03-01,161426.0
1013,2011-04-29,2000-03-01,161289.0
1014,2012-04-30,2000-03-01,160944.0
1015,2018-06-12,2000-03-01,160931.0
1016,2001-06-15,2000-04-01,163624.0
1017,2002-02-20,2000-04-01,163720.0
1018,2002-05-03,2000-04-01,162492.0
1019,2003-02-21,2000-04-01,162587.0
1020,2003-04-30,2000-04-01,163101.0
1021,2004-03-30,2000-04-01,163298.0
1022,2004-04-02,2000-04-01,163270.0
1023,2005-03-31,2000-04-01,158697.0
1024,2006-03-30,2000-04-01,159076.0
1025,2010-04-30,2000-04-01,158898.0
1026,2011-04-29,2000-04-01,158913.0
1027,2012-04-30,2000-04-01,158571.0
1028,2015-05-13,2000-04-01,158575.0
1029,2018-06-12,2000-04-01,158599.0
1030,2001-06-15,2000-05-01,163775.0
1031,2001-07-18,2000-05-01,163717.0
1032,2002-02-20,2000-05-01,163813.0
1033,2002-05-03,2000-05-01,162110.0
1034,2003-04-30,2000-05-01,163016.0
1035,2004-03-30,2000-05-01,163109.0
1036,2004-04-02,2000-05-01,163177.0
1037,2005-03-31,2000-05-01,158678.0
1038,2006-03-30,2000-05-01,158824.0
1039,2010-04-30,2000-05-01,158954.0
1040,2011-04-29,2000-05-01,158864.0
1041,2012-04-30,2000-05-01,158539.0
1042,2018-06-12,2000-05-01,158525.0
1043,2001-06-15,2000-06-01,163402.0
1044,2001-07-18,2000-06-01,163600.0
1045,2001-08-14,2000-06-01,163589.0
1046,2002-05-03,2000-06-01,161974.0
1047,2003-02-21,2000-06-01,161880.0
1048,2003-04-30,2000-06-01,162493.0
1049,2004-02-20,2000-06-01,162587.0
1050,2004-03-30,2000-06-01,162598.0
1051,2004-04-02,2000-06-01,162618.0
1052,2005-03-31,2000-06-01,158528.0
1053,2006-03-30,2000-06-01,158859.0
1054,2010-04-30,2000-06-01,159113.0
1055,2011-04-29,2000-06-01,159080.0
1056,2012-04-30,2000-06-01,158792.0
1057,2018-06-12,2000-06-01,158782.0
1058,2001-06-15,2000-07-01,163851.0
1059,2001-08-14,2000-07-01,164046.0
1060,2001-09-14,2000-07-01,163888.0
1061,2002-02-20,2000-07-01,163983.0
1062,2002-05-03,2000-07-01,162328.0
1063,2003-02-21,2000-07-01,162234.0
1064,2003-04-30,2000-07-01,162942.0
1065,2004-03-30,2000-07-01,162477.0
1066,2005-03-31,2000-07-01,158020.0
1067,2006-03-30,2000-07-01,158295.0
1068,2010-04-30,2000-07-01,158142.0
1069,2011-04-29,2000-07-01,158150.0
1070,2012-04-30,2000-07-01,157868.0
1071,2018-06-12,2000-07-01,157863.0
1072,2001-06-15,2000-08-01,163683.0
1073,2001-09-14,2000-08-01,163906.0
1074,2001-10-12,2000-08-01,163718.0
1075,2002-02-20,2000-08-01,163813.0
1076,2002-05-03,2000-08-01,162068.0
1077,2003-04-30,2000-08-01,162655.0
1078,2004-03-30,2000-08-01,162323.0
1079,2004-04-02,2000-08-01,162327.0
1080,2005-03-31,2000-08-01,158124.0
1081,2006-03-30,2000-08-01,158289.0
1082,2010-04-30,2000-08-01,158387.0
1083,2011-04-29,2000-08-01,158363.0
1084,2012-04-30,2000-08-01,158058.0
1085,2013-05-31,2000-08-01,158051.0
1086,2015-05-13,2000-08-01,158045.0
1087,2018-06-12,2000-08-01,158030.0
1088,2001-06-15,2000-09-01,164528.0
1089,2001-10-12,2000-09-01,164778.0
1090,2001-11-14,2000-09-01,164869.0
1091,2002-05-03,2000-09-01,163401.0
1092,2003-04-30,2000-09-01,164289.0
1093,2004-03-30,2000-09-01,164099.0
1094,2004-04-02,2000-09-01,164160.0
1095,2005-03-31,2000-09-01,159987.0
1096,2006-03-30,2000-09-01,160182.0
1097,2010-04-30,2000-09-01,160081.0
1098,2011-04-29,2000-09-01,160118.0
1099,2012-04-30,2000-09-01,159855.0
1100,2013-05-31,2000-09-01,159863.0
1101,2018-06-12,2000-09-01,159878.0
1102,2001-06-15,2000-10-01,163928.0
1103,2001-11-14,2000-10-01,164151.0
1104,2001-12-13,2000-10-01,164011.0
1105,2002-05-03,2000-10-01,162463.0
1106,2003-04-30,2000-10-01,163153.0
1107,2004-03-30,2000-10-01,163269.0
1108,2005-03-31,2000-10-01,159385.0
1109,2006-03-30,2000-10-01,159622.0
1110,2010-04-30,2000-10-01,159503.0
1111,2011-04-29,2000-10-01,159609.0
1112,2012-04-30,2000-10-01,159279.0
1113,2013-05-31,2000-10-01,159271.0
1114,2018-06-12,2000-10-01,159245.0
1115,2001-06-15,2000-11-01,162736.0
1116,2001-12-13,2000-11-01,162717.0
1117,2002-01-16,2000-11-01,162593.0
1118,2002-02-20,2000-11-01,162686.0
1119,2002-05-03,2000-11-01,161490.0
1120,2003-04-30,2000-11-01,162468.0
1121,2004-03-30,2000-11-01,162491.0
1122,2004-04-02,2000-11-01,162501.0
1123,2005-03-31,2000-11-01,158334.0
1124,2006-03-30,2000-11-01,158536.0
1125,2010-04-30,2000-11-01,158600.0
1126,2011-04-29,2000-11-01,158584.0
1127,2012-04-30,2000-11-01,158405.0
1128,2013-05-31,2000-11-01,158397.0
1129,2015-05-13,2000-11-01,158394.0
1130,2018-06-12,2000-11-01,158455.0
1131,2001-06-15,2000-12-01,162506.0
1132,2002-01-16,2000-12-01,162431.0
1133,2002-02-13,2000-12-01,162838.0
1134,2002-05-03,2000-12-01,162134.0
1135,2003-04-30,2000-12-01,162420.0
1136,2004-03-30,2000-12-01,162233.0
1137,2004-04-02,2000-12-01,162224.0
1138,2005-03-31,2000-12-01,158060.0
1139,2006-03-30,2000-12-01,158275.0
1140,2010-04-30,2000-12-01,158237.0
1141,2011-04-29,2000-12-01,158272.0
1142,2012-04-30,2000-12-01,157912.0
1143,2013-05-31,2000-12-01,157919.0
1144,2015-05-13,2000-12-01,157924.0
1145,2018-06-12,2000-12-01,157956.0
1146,2001-06-15,2001-01-01,163946.0
1147,2002-02-13,2001-01-01,163660.0
1148,2002-02-20,2001-01-01,163753.0
1149,2002-03-13,2001-01-01,163854.0
1150,2002-05-03,2001-01-01,163370.0
1151,2003-04-30,2001-01-01,163088.0
1152,2004-03-30,2001-01-01,163199.0
1153,2004-04-02,2001-01-01,163157.0
1154,2005-03-31,2001-01-01,159192.0
1155,2006-03-30,2001-01-01,159071.0
1156,2007-03-29,2001-01-01,159084.0
1157,2010-04-30,2001-01-01,159137.0
1158,2011-04-29,2001-01-01,159126.0
1159,2012-04-30,2001-01-01,158833.0
1160,2015-05-13,2001-01-01,158836.0
1161,2018-06-12,2001-01-01,158789.0
1162,2001-06-15,2001-02-01,163590.0
1163,2002-02-20,2001-02-01,163776.0
1164,2002-03-13,2001-02-01,163690.0
1165,2002-04-12,2001-02-01,163623.0
1166,2002-05-03,2001-02-01,163172.0
1167,2003-04-30,2001-02-01,162551.0
1168,2004-02-20,2001-02-01,162644.0
1169,2004-03-30,2001-02-01,163106.0
1170,2004-04-02,2001-02-01,162962.0
1171,2005-02-15,2001-02-01,162869.0
1172,2005-03-31,2001-02-01,158540.0
1173,2006-03-30,2001-02-01,158744.0
1174,2007-03-29,2001-02-01,158679.0
1175,2010-04-30,2001-02-01,158697.0
1176,2011-04-29,2001-02-01,158709.0
1177,2012-04-30,2001-02-01,158409.0
1178,2018-06-12,2001-02-01,158394.0
1179,2001-06-15,2001-03-01,162849.0
1180,2002-02-20,2001-03-01,163034.0
1181,2002-04-12,2001-03-01,163052.0
1182,2002-05-03,2001-03-01,161973.0
1183,2002-05-15,2001-03-01,162246.0
1184,2003-02-21,2001-03-01,162339.0
1185,2003-04-30,2001-03-01,161497.0
1186,2004-03-30,2001-03-01,161730.0
1187,2004-04-02,2001-03-01,161739.0
1188,2005-02-15,2001-03-01,161647.0
1189,2005-03-31,2001-03-01,157376.0
1190,2006-03-30,2001-03-01,157273.0
1191,2007-03-29,2001-03-01,157358.0
1192,2010-04-30,2001-03-01,157312.0
1193,2011-04-29,2001-03-01,157236.0
1194,2012-04-30,2001-03-01,156998.0
1195,2015-05-13,2001-03-01,156995.0
1196,2018-06-12,2001-03-01,156985.0
1197,2001-06-15,2001-04-01,164644.0
1198,2001-07-18,2001-04-01,164658.0
1199,2002-02-20,2001-04-01,164845.0
1200,2002-05-03,2001-04-01,163626.0
1201,2002-05-15,2001-04-01,163544.0
1202,2002-06-13,2001-04-01,163288.0
1203,2003-02-21,2001-04-01,163380.0
1204,2003-04-30,2001-04-01,162582.0
1205,2004-03-30,2001-04-01,163674.0
1206,2004-04-02,2001-04-01,163581.0
1207,2005-02-15,2001-04-01,163489.0
1208,2005-03-31,2001-04-01,159270.0
1209,2006-02-17,2001-04-01,159450.0
1210,2006-03-30,2001-04-01,159483.0
1211,2007-03-29,2001-04-01,159325.0
1212,2010-04-30,2001-04-01,159266.0
1213,2011-04-29,2001-04-01,159278.0
1214,2012-04-30,2001-04-01,159190.0
1215,2013-05-31,2001-04-01,159183.0
1216,2015-05-13,2001-04-01,159186.0
1217,2018-06-12,2001-04-01,159188.0
1218,2001-06-15,2001-05-01,164116.0
1219,2001-07-18,2001-05-01,164630.0
1220,2001-08-14,2001-05-01,164333.0
1221,2002-02-20,2001-05-01,164426.0
1222,2002-05-03,2001-05-01,163485.0
1223,2002-06-13,2001-05-01,163775.0
1224,2002-07-12,2001-05-01,163792.0
1225,2003-04-30,2001-05-01,162917.0
1226,2004-03-30,2001-05-01,163516.0
1227,2004-04-02,2001-05-01,163626.0
1228,2005-03-31,2001-05-01,159056.0
1229,2006-02-17,2001-05-01,159146.0
1230,2006-03-30,2001-05-01,159147.0
1231,2007-03-29,2001-05-01,159239.0
1232,2010-04-30,2001-05-01,159074.0
1233,2011-04-29,2001-05-01,158951.0
1234,2012-04-30,2001-05-01,158804.0
1235,2013-05-31,2001-05-01,158796.0
1236,2015-05-13,2001-05-01,158793.0
1237,2018-06-12,2001-05-01,158768.0
1238,2001-07-18,2001-06-01,164641.0
1239,2001-08-14,2001-06-01,163914.0
1240,2001-09-14,2001-06-01,163941.0
1241,2002-02-20,2001-06-01,164033.0
1242,2002-05-03,2001-06-01,162868.0
1243,2002-07-12,2001-06-01,163097.0
1244,2002-08-13,2001-06-01,162925.0
1245,2003-02-21,2001-06-01,162834.0
1246,2003-04-30,2001-06-01,161772.0
1247,2004-02-20,2001-06-01,161863.0
1248,2004-03-30,2001-06-01,162539.0
1249,2004-04-02,2001-06-01,162576.0
1250,2005-03-31,2001-06-01,158442.0
1251,2006-02-17,2001-06-01,158531.0
1252,2006-03-30,2001-06-01,158045.0
1253,2007-03-29,2001-06-01,158152.0
1254,2010-04-30,2001-06-01,158062.0
1255,2011-04-29,2001-06-01,158117.0
1256,2012-04-30,2001-06-01,157782.0
1257,2013-05-31,2001-06-01,157790.0
1258,2015-05-13,2001-06-01,157793.0
1259,2018-06-12,2001-06-01,157795.0
1260,2001-08-16,2001-07-01,164415.0
1261,2001-09-14,2001-07-01,164672.0
1262,2001-10-12,2001-07-01,164728.0
1263,2002-02-20,2001-07-01,164821.0
1264,2002-05-03,2001-07-01,163745.0
1265,2002-08-13,2001-07-01,163772.0
1266,2002-09-18,2001-07-01,163548.0
1267,2003-02-21,2001-07-01,163364.0
1268,2003-04-30,2001-07-01,162336.0
1269,2004-02-20,2001-07-01,162427.0
1270,2004-03-30,2001-07-01,162220.0
1271,2004-04-02,2001-07-01,162247.0
1272,2005-03-31,2001-07-01,158118.0
1273,2006-03-30,2001-07-01,158092.0
1274,2007-03-29,2001-07-01,158057.0
1275,2010-04-30,2001-07-01,157958.0
1276,2011-04-29,2001-07-01,157936.0
1277,2012-04-30,2001-07-01,157574.0
1278,2013-05-31,2001-07-01,157566.0
1279,2018-06-12,2001-07-01,157556.0
1280,2001-09-18,2001-08-01,165117.0
1281,2001-10-12,2001-08-01,165315.0
1282,2001-11-14,2001-08-01,164997.0
1283,2002-02-20,2001-08-01,165090.0
1284,2002-05-03,2001-08-01,164077.0
1285,2002-09-18,2001-08-01,164056.0
1286,2002-10-11,2001-08-01,163918.0
1287,2003-02-21,2001-08-01,163826.0
1288,2003-04-30,2001-08-01,163127.0
1289,2004-03-30,2001-08-01,162879.0
1290,2004-04-02,2001-08-01,162874.0
1291,2005-03-31,2001-08-01,158926.0
1292,2006-02-17,2001-08-01,159015.0
1293,2006-03-30,2001-08-01,158869.0
1294,2007-03-29,2001-08-01,158932.0
1295,2010-04-30,2001-08-01,159030.0
1296,2011-04-29,2001-08-01,159005.0
1297,2012-04-30,2001-08-01,158638.0
1298,2018-06-12,2001-08-01,158632.0
1299,2001-10-19,2001-09-01,160783.0
1300,2001-11-14,2001-09-01,160725.0
1301,2001-12-13,2001-09-01,160727.0
1302,2002-02-20,2001-09-01,160818.0
1303,2002-05-03,2001-09-01,160026.0
1304,2002-10-11,2001-09-01,160538.0
1305,2002-11-14,2001-09-01,160765.0
1306,2003-04-30,2001-09-01,159770.0
1307,2004-03-30,2001-09-01,159605.0
1308,2004-04-02,2001-09-01,159614.0
1309,2005-03-31,2001-09-01,155582.0
1310,2006-03-30,2001-09-01,155537.0
1311,2007-03-29,2001-09-01,155396.0
1312,2010-04-30,2001-09-01,155309.0
1313,2011-04-29,2001-09-01,155365.0
1314,2012-04-30,2001-09-01,155022.0
